"ngram_full","ngram_tail","ngram_head","freq"
"yard full","full","yard",2
"yard is","is","yard",11
"yard sales","sales","yard",11
"yards In","In","yards",3
"yards They","They","yards",2
"yards We","We","yards",4
"yards and","and","yards",224
"yards away","away","yards",23
"yards deep","deep","yards",2
"yards in","in","yards",57
"yards on","on","yards",48
"yards to","to","yards",35
"yarn I","I","yarn",12
"yarn for","for","yarn",4
"yarn to","to","yarn",3
"yarn was","was","yarn",3
"yea I","I","yea",152
"yea he","he","yea",18
"yea ill","ill","yea",5
"yea that","that","yea",26
"yea you","you","yea",16
"yeah Before","Before","yeah",2
"yeah I","I","yeah",524
"yeah and","and","yeah",61
"yeah another","another","yeah",2
"yeah at","at","yeah",7
"yeah buddy","buddy","yeah",34
"yeah im","im","yeah",25
"yeah its","its","yeah",20
"yeah right","right","yeah",22
"yeah thank","thank","yeah",3
"yeah that","that","yeah",126
"yeah there","there","yeah",12
"yeah to","to","yeah",6
"yeah who","who","yeah",6
"yeah you","you","yeah",97
"year Agreed","Agreed","year",4
"year All","All","year",22
"year An","An","year",9
"year And","And","year",82
"year As","As","year",37
"year But","But","year",107
"year Call","Call","year",5
"year Chrysler","Chrysler","year",2
"year Experts","Experts","year",2
"year First","First","year",4
"year For","For","year",32
"year He","He","year",105
"year His","His","year",17
"year I","I","year",963
"year Im","Im","year",15
"year In","In","year",93
"year It","It","year",185
"year Its","Its","year",23
"year Last","Last","year",20
"year Maybe","Maybe","year",13
"year Mayor","Mayor","year",4
"year Now","Now","year",17
"year One","One","year",23
"year Perhaps","Perhaps","year",8
"year Romney","Romney","year",5
"year State","State","year",3
"year Such","Such","year",4
"year Superintendent","Superintendent","year",2
"year That","That","year",85
"year The","The","year",498
"year WASHINGTON","WASHINGTON","year",4
"year We","We","year",112
"year When","When","year",34
"year Yet","Yet","year",4
"year You","You","year",60
"year a","a","year",120
"year according","according","year",100
"year after","after","year",222
"year against","against","year",7
"year ago","ago","year",523
"year and","and","year",1157
"year anniversary","anniversary","year",70
"year are","are","year",52
"year as","as","year",222
"year at","at","year",226
"year because","because","year",85
"year began","began","year",11
"year book","book","year",4
"year books","books","year",2
"year brings","brings","year",15
"year but","but","year",295
"year by","by","year",128
"year creating","creating","year",3
"year decade","decade","year",2
"year dont","dont","year",3
"year dropped","dropped","year",2
"year dwarfing","dwarfing","year",2
"year extension","extension","year",3
"year federal","federal","year",3
"year flood","flood","year",8
"year for","for","year",413
"year has","has","year",85
"year he","he","year",183
"year history","history","year",49
"year i","i","year",43
"year if","if","year",47
"year in","in","year",594
"year includes","includes","year",2
"year is","is","year",293
"year it","it","year",178
"year later","later","year",107
"year lease","lease","year",12
"year lots","lots","year",4
"year made","made","year",4
"year may","may","year",7
"year nearly","nearly","year",10
"year new","new","year",11
"year note","note","year",9
"year of","of","year",490
"year old","old","year",922
"year olds","olds","year",105
"year on","on","year",161
"year one","one","year",29
"year s","s","year",996
"year said","said","year",92
"year sentence","sentence","year",26
"year should","should","year",10
"year so","so","year",121
"year span","span","year",8
"year than","than","year",39
"year that","that","year",217
"year the","the","year",528
"year they","they","year",83
"year to","to","year",557
"year until","until","year",23
"year was","was","year",176
"year we","we","year",201
"year when","when","year",227
"year will","will","year",117
"year with","with","year",242
"year without","without","year",32
"year x","x","year",3
"year you","you","year",72
"yearlong project","project","yearlong",2
"yearly return","return","yearly",2
"yearn for","for","yearn",14
"yearold Livermore","Livermore","yearold",2
"yearold We","We","yearold",2
"yearold assistant","assistant","yearold",2
"yearold daughter","daughter","yearold",119
"yearold girl","girl","yearold",81
"yearold husband","husband","yearold",4
"yearold into","into","yearold",2
"yearold kids","kids","yearold",2
"yearold senior","senior","yearold",8
"yearold singer","singer","yearold",11
"yearold son","son","yearold",110
"yearold that","that","yearold",2
"yearold who","who","yearold",37
"years A","A","years",54
"years And","And","years",67
"years Any","Any","years",2
"years At","At","years",24
"years Good","Good","years",11
"years Got","Got","years",2
"years I","I","years",567
"years It","It","years",119
"years Like","Like","years",6
"years RT","RT","years",6
"years So","So","years",32
"years The","The","years",281
"years They","They","years",27
"years Though","Though","years",3
"years United","United","years",2
"years We","We","years",66
"years after","after","years",326
"years ago","ago","years",2762
"years amounting","amounting","years",2
"years and","and","years",943
"years as","as","years",228
"years because","because","years",29
"years before","before","years",214
"years beginning","beginning","years",5
"years but","but","years",207
"years by","by","years",43
"years down","down","years",11
"years ending","ending","years",2
"years from","from","years",133
"years gives","gives","years",3
"years had","had","years",12
"years have","have","years",76
"years he","he","years",131
"years her","her","years",12
"years in","in","years",756
"years instead","instead","years",8
"years is","is","years",95
"years it","it","years",96
"years just","just","years",14
"years later","later","years",453
"years of","of","years",1177
"years old","old","years",732
"years on","on","years",149
"years or","or","years",118
"years people","people","years",15
"years prior","prior","years",17
"years resolutions","resolutions","years",6
"years since","since","years",170
"years that","that","years",137
"years the","the","years",292
"years there","there","years",35
"years though","though","years",14
"years to","to","years",506
"years until","until","years",40
"years we","we","years",92
"years what","what","years",4
"years when","when","years",84
"years while","while","years",22
"years who","who","years",18
"years with","with","years",190
"yeast and","and","yeast",28
"yell out","out","yell",13
"yelled No","No","yelled",2
"yelled at","at","yelled",69
"yelling at","at","yelling",71
"yelling in","in","yelling",9
"yellow I","I","yellow",6
"yellow and","and","yellow",74
"yep I","I","yep",34
"yep they","they","yep",6
"yes But","But","yes",36
"yes He","He","yes",7
"yes How","How","yes",5
"yes I","I","yes",647
"yes Just","Just","yes",6
"yes RT","RT","yes",20
"yes There","There","yes",9
"yes Yes","Yes","yes",12
"yes actually","actually","yes",5
"yes always","always","yes",4
"yes and","and","yes",88
"yes btw","btw","yes",3
"yes even","even","yes",28
"yes he","he","yes",58
"yes i","i","yes",103
"yes im","im","yes",14
"yes it","it","yes",207
"yes omg","omg","yes",3
"yes or","or","yes",30
"yes people","people","yes",2
"yes please","please","yes",66
"yes quite","quite","yes",2
"yes sir","sir","yes",55
"yes that","that","yes",90
"yes the","the","yes",82
"yes to","to","yes",62
"yes was","was","yes",3
"yes we","we","yes",135
"yes yes","yes","yes",97
"yesterday As","As","yesterday",4
"yesterday I","I","yesterday",218
"yesterday Looking","Looking","yesterday",5
"yesterday Thank","Thank","yesterday",8
"yesterday The","The","yesterday",36
"yesterday We","We","yesterday",25
"yesterday and","and","yesterday",194
"yesterday as","as","yesterday",22
"yesterday but","but","yesterday",59
"yesterday by","by","yesterday",15
"yesterday for","for","yesterday",34
"yesterday from","from","yesterday",14
"yesterday s","s","yesterday",85
"yesterday while","while","yesterday",14
"yet As","As","yet",12
"yet But","But","yet",50
"yet For","For","yet",11
"yet I","I","yet",411
"yet My","My","yet",14
"yet Outside","Outside","yet",2
"yet So","So","yet",25
"yet What","What","yet",26
"yet Yes","Yes","yet",8
"yet Your","Your","yet",2
"yet a","a","yet",35
"yet again","again","yet",104
"yet another","another","yet",295
"yet because","because","yet",22
"yet been","been","yet",73
"yet but","but","yet",312
