"ngram_full","ngram_tail","ngram_head","freq"
"with a range","range","with a",9
"with a reasonable","reasonable","with a",4
"with a relative","relative","with a",3
"with a run","run","with a",36
"with a runner","runner","with a",9
"with a sense","sense","with a",49
"with a shutter","shutter","with a",2
"with a side","side","with a",34
"with a simple","simple","with a",39
"with a single","single","with a",77
"with a slice","slice","with a",6
"with a slight","slight","with a",36
"with a smile","smile","with a",94
"with a southern","southern","with a",2
"with a spatula","spatula","with a",13
"with a specific","specific","with a",8
"with a sports","sports","with a",3
"with a steady","steady","with a",7
"with a straight","straight","with a",14
"with a strong","strong","with a",51
"with a student","student","with a",14
"with a succession","succession","with a",4
"with a sweet","sweet","with a",22
"with a thick","thick","with a",10
"with a time","time","with a",59
"with a title","title","with a",6
"with a to","to","with a",8
"with a variety","variety","with a",37
"with a very","very","with a",83
"with a view","view","with a",30
"with a web","web","with a",3
"with a whole","whole","with a",29
"with a wide","wide","with a",21
"with a woman","woman","with a",43
"with a yard","yard","with a",27
"with a year","year","with a",36
"with about five","five","with about",3
"with access to","to","with access",12
"with all my","my","with all",113
"with all of","of","with all",203
"with all the","the","with all",388
"with all your","your","with all",62
"with almost everything","everything","with almost",2
"with almost no","no","with almost",3
"with ample time","time","with ample",2
"with an added","added","with an",7
"with an armful","armful","with an",2
"with an array","array","with an",7
"with an assist","assist","with an",8
"with an automatic","automatic","with an",5
"with an emphatic","emphatic","with an",2
"with an empty","empty","with an",13
"with an erection","erection","with an",3
"with an image","image","with an",9
"with an injection","injection","with an",3
"with an open","open","with an",27
"with and was","was","with and",5
"with anyone else","else","with anyone",11
"with anything more","more","with anything",3
"with as much","much","with as",31
"with as we","we","with as",4
"with asked me","me","with asked",2
"with autism to","to","with autism",2
"with b about","about","with b",3
"with bacon and","and","with bacon",7
"with bands like","like","with bands",2
"with beaten egg","egg","with beaten",3
"with because of","of","with because",7
"with being the","the","with being",12
"with brand new","new","with brand",4
"with broken bones","bones","with broken",2
"with but no","no","with but",3
"with caramel and","and","with caramel",4
"with chronic conditions","conditions","with chronic",3
"with classes for","for","with classes",2
"with company officials","officials","with company",4
"with congestive heart","heart","with congestive",2
"with conspiracy to","to","with conspiracy",8
"with cookies and","and","with cookies",2
"with crime and","and","with crime",2
"with crumb topping","topping","with crumb",2
"with deep fried","fried","with deep",2
"with drink and","and","with drink",4
"with each other","other","with each",202
"with every single","single","with every",7
"with everything you","you","with everything",8
"with flowers in","in","with flowers",2
"with four different","different","with four",3
"with four hits","hits","with four",4
"with fresh veggies","veggies","with fresh",3
"with friends We","We","with friends",5
"with friends and","and","with friends",93
"with friends or","or","with friends",14
"with friends with","with","with friends",3
"with funding from","from","with funding",2
"with goals and","and","with goals",19
"with great company","company","with great",2
"with great food","food","with great",3
"with guest speaker","speaker","with guest",2
"with health insurance","insurance","with health",5
"with help from","from","with help",28
"with her I","I","with her",40
"with her and","and","with her",86
"with her first","first","with her",13
"with her friends","friends","with her",15
"with her hair","hair","with her",8
"with her hubby","hubby","with her",2
"with her to","to","with her",18
"with her wonderful","wonderful","with her",2
"with her yearold","yearold","with her",13
"with him Why","Why","with him",2
"with him and","and","with him",104
"with him but","but","with him",27
"with him said","said","with him",3
"with his departure","departure","with his",2
"with his enemies","enemies","with his",2
"with his family","family","with his",90
"with his father","father","with his",37
"with his favorite","favorite","with his",3
"with his fiancée","fiancée","with his",3
"with his great","great","with his",2
"with his own","own","with his",52
"with his partner","partner","with his",11
"with his son","son","with his",27
"with his two","two","with his",9
"with his wife","wife","with his",127
"with his young","young","with his",6
"with hits in","in","with hits",2
"with homework and","and","with homework",4
"with honey on","on","with honey",2
"with how people","people","with how",3
"with how the","the","with how",22
"with humanity and","and","with humanity",2
"with hundreds of","of","with hundreds",43
"with if I","I","with if",5
"with illegal immigration","immigration","with illegal",2
"with in it","it","with in",5
"with information is","is","with information",23
"with injuries we","we","with injuries",2
"with interesting people","people","with interesting",2
"with issues that","that","with issues",3
"with it There","There","with it",12
"with it Walker","Walker","with it",2
"with it You","You","with it",8
"with it and","and","with it",96
"with it if","if","with it",8
"with it now","now","with it",8
"with it yet","yet","with it",7
"with its life","life","with its",2
"with just a","a","with just",77
"with just under","under","with just",8
"with kids I","I","with kids",4
"with knowledge of","of","with knowledge",21
"with legislators and","and","with legislators",4
"with lights and","and","with lights",3
"with little success","success","with little",4
"with little time","time","with little",6
"with lots of","of","with lots",161
"with many of","of","with many",25
"with many people","people","with many",8
"with many restaurants","restaurants","with many",2
"with master s","s","with master",2
"with me There","There","with me",5
"with me a","a","with me",13
"with me and","and","with me",173
"with me as","as","with me",21
"with me awww","awww","with me",2
"with me but","but","with me",30
"with me doing","doing","with me",5
"with me end","end","with me",2
"with me for","for","with me",67
"with me i","i","with me",17
"with me out","out","with me",2
"with me since","since","with me",10
"with me when","when","with me",29
"with mom and","and","with mom",3
"with more than","than","with more",142
"with most of","of","with most",46
"with mustard vinaigrette","vinaigrette","with mustard",2
"with my Best","Best","with my",2
"with my GF","GF","with my",3
