"ngram_full","freq"
"screen",1176
"screening",359
"screenings",100
"screenplay",103
"screens",216
"screenwriter",42
"screenwriting",20
"screw",197
"screwed",169
"scrimmage",101
"scrimp",3
"script",400
"scripts",62
"scripture",79
"scroll",82
"scrub",76
"scrubbed",29
"scruffy",25
"scrumptious",30
"scrunchy",5
"scrutiny",188
"scuba",28
"sculpted",29
"sculptural",11
"scumbag",15
"scurries",7
"sdpp",6
"se",100
"sea",834
"seafood",229
"seal",192
"sealant",8
"sealed",165
"seam",100
"seamayor",2
"seamless",50
"search",1531
"searched",202
"searches",119
"searching",519
"seared",55
"seaside",51
"season",8278
"seasonal",244
"seasonopening",19
"seasons",939
"seat",1326
"seating",193
"seats",775
"seaward",2
"seaweed",48
"sec",146
"secluded",41
"second",6782
"secondShirtShop",3
"secondary",242
"seconddegree",87
"secondfloor",19
"secondhalf",38
"secondround",95
"seconds",1289
"secondstraight",5
"secrecy",72
"secret",1180
"secretary",281
"secretly",191
"secrets",300
"sectarian",25
"section",1050
"sectional",47
"sections",269
"sector",437
"secular",106
"secure",461
"secured",133
"securing",92
"securities",126
"security",1590
"sedan",85
"seder",10
"seduction",18
"see",25502
"seed",569
"seeding",17
"seedlings",46
"seeds",491
"seedy",25
"seeing",2972
"seek",823
"seeking",943
"seeks",222
"seem",2849
"seemed",1954
"seemingly",363
"seemly",4
"seems",3906
"seen",5347
"seeping",15
"sees",766
"segment",281
"segments",98
"segregated",34
"segway",2
"seize",85
"seized",193
"seldom",117
"select",402
"selected",546
"selection",709
"selections",183
"selective",55
"selectively",17
"selects",15
"self",1167
"selfabuse",2
"selfaware",20
"selfcontradictory",3
"selfcontrol",30
"selfdefense",73
"selfdiscipline",12
"selfesteem",72
"selfexclusion",3
"selfhatred",12
"selfhelp",24
"selfimage",16
"selfindulgence",5
"selfish",212
"selfloathing",15
"selfpity",20
"selfserious",2
"selftaken",3
"sell",1718
"seller",123
"sellers",112
"selling",1080
"selloff",22
"sellout",43
"sells",270
"semantic",20
"semantics",16
"semester",430
"semifinal",109
"semifinals",164
"seminaries",2
"seminars",89
"seminary",29
"semiregular",11
"semis",23
"semisweet",21
"senate",33
"senator",198
"senators",145
"send",2627
"sending",828
"sendoff",14
"sends",278
"senior",1614
"seniors",398
"sensation",133
"sense",3195
"senseless",35
"senses",174
"sensibilities",41
"sensible",127
"sensibly",13
"sensitive",345
"sensitivity",90
"sent",2579
"sentence",658
"sentenced",372
"sentences",200
"sentencing",142
"sentiment",386
"seo",9
"separate",905
"separately",140
"separates",68
"separation",160
"sequel",171
"sequence",204
"sequences",76
"serenading",4
"serendipitous",14
"serene",41
"serenity",40
"serial",180
"serialized",9
"series",3735
"serious",2102
"seriously",1763
"seriousness",57
"sermon",102
"sermons",42
"serum",11
"servant",132
"servants",105
"serve",1509
"served",1670
"server",286
"servers",143
"serves",518
"service",3345
"services",2149
"serving",1120
"sesame",81
"session",1534
"sessions",501
"set",7103
"setaside",4
"setback",74
"sets",873
"setting",1139
"settings",206
"settle",479
"settled",476
"settlement",337
"settlements",48
"settling",148
"setup",214
"seven",1940
"sevenround",5
"sevenspeed",2
"seventh",478
"seventhplace",6
"seventies",30
"sevenyear",33
"several",4545
"severed",36
"sew",129
"sewing",324
"sewn",55
"sews",10
"sexiest",36
"sexism",29
"sexual",844
"sexuality",108
"sexy",860
"shabby",70
"shack",47
"shade",285
"shades",279
"shading",27
"shadow",316
"shadows",209
"shadowy",36
"shadyside",2
"shafts",21
"shake",534
"shaken",96
"shaker",39
"shakes",131
"shakin",11
"shaking",303
"shaky",77
"shall",1216
"shallow",175
"sham",32
"shame",516
"shamefully",5
"shameless",53
"shaming",18
"shampoo",63
"shanty",10
"shape",980
"shaped",256
"shapes",233
"shaping",129
"share",4129
"shared",947
"shareholder",73
"shareholders",187
"shares",645
"sharing",1429
"sharp",477
"sharpened",27
"sharply",172
"shat",9
"shatner",2
"shattered",105
"shave",145
"shaving",75
"she",31423
"shed",429
"sheds",30
"sheep",212
"sheer",232
"sheet",546
"sheets",305
"shehechat",9
"shelf",261
"shell",360
"shelled",22
"shells",133
"shelter",403
"shelves",252
"shenanigans",53
"shepherded",6
"shepherds",19
"sheriff",308
"shes",810
"shhhh",13
"shied",13
"shield",129
"shift",677
"shifted",160
"shifting",175
"shifts",215
"shimmer",42
"shin",43
"shindig",17
"shine",376
"shines",95
"shining",201
"shins",15
"shiny",223
"ship",751
"shipment",55
"shipping",354
"ships",241
"shirt",1001
"shirts",428
"shitty",194
"shiver",36
"shizz",8
"sho",61
"shock",415
"shocked",448
"shocking",207
"shocks",41
"shoddy",35
"shoe",353
"shoelace",6
"shoes",1345
"shone",52
"shooed",3
"shook",220
"shoot",1186
"shooting",1532
"shootings",119
"shootout",75
"shoots",188
"shop",1659
"shoplifting",27
"shoppers",167
"shopping",1584
"shops",453
"short",3448
"shortage",140
"shortbread",22
"shortcut",37
"shortcuts",41
"shortened",69
"shorter",259
"shortly",556
"shortness",13
"shorts",379
"shortstop",123
"shortterm",141
"shot",3237
"shots",1318
"should",16230
"shoulder",716
"shoulders",344
"shouldn",850
"shouldnt",321
"shout",807
"shouted",147
"shouting",152
"shoutout",311
"shouts",88
"shoved",80
"shoveling",27
"show",11805
"showcase",260
"showcased",37
"showcasing",74
"showed",1789
"shower",790
"showing",1411
"showings",24
"shown",875
"shows",3000
"shrank",31
"shred",53
"shrieking",21
"shrink",110
"shrinking",94
"shrubs",48
"shrunk",37
"sht",110
"shtty",3
"shuck",4
"shudder",52
"shuffling",42
"shut",1104
"shutdown",92
"shutter",55
"shutting",110
"shuttle",217
"shxt",10
"shy",318
"si",23
"sibling",74
"siblings",226
"sick",1986
"sickness",129
"sid",4
"side",5102
"sidebar",99
"sidebyside",38
"sided",64
"sideline",95
"sidelines",96
"sides",1089
"sideshow",15
"sideshows",2
"sidetracked",24
"sidewalks",101
"sideways",77
"sieve",22
"sift",31
"sifted",26
"sighed",47
"sighing",15
"sight",613
"sighted",26
"sightings",40
"sights",153
"sign",2436
"signage",47
"signal",281
"signaling",47
"signals",182
"signature",320
"signatures",185
"signed",1580
"significance",162
"significant",1124
"significantly",353
"signify",28
"signing",548
"signs",1095
"silence",482
"silent",470
"silently",101
"silicone",34
"silky",62
"silly",571
"silver",545
"similar",2074
"similarities",92
"simmer",166
"simple",2442
"simplest",69
"simplicity",109
"simply",2517
"simulacra",2
"simulate",24
"simulated",20
"simulator",26
"simulators",3
"simultaneously",191
"sin",401
"since",10029
"sincere",139
"sincerity",50
"sinful",59
"sing",896
"singer",615
"singeractress",2
"singers",205
"singersongwriter",49
"singing",1079
"single",3110
"singled",109
"singlepayer",14
"singles",240
"singlespaced",3
"sings",198
"singular",66
"sink",330
"sinners",38
"sins",204
"sip",140
"sir",531
"siren",41
"sirens",63
"sis",235
"sister",2039
"sisters",551
"sit",2001
"site",3137
"sites",988
"sits",392
"sittin",38
"sitting",1986
"situation",1942
"situations",548
"six",3282
"sixers",18
"sixnation",2
"sixpence",3
"sixperson",5
"sixteen",78
"sixth",482
"sixthmost",2
"sixthseeded",7
"sixties",30
"sizable",52
"size",1783
"sizeCourtesy",2
"sizes",317
"sizing",21
"sizzling",26
"skate",126
"skated",29
"skaters",18
"skates",39
"skating",123
"skeins",11
"skeletons",28
"skeptical",171
"skeptics",38
"sketch",332
"skewed",37
"skewer",33
"ski",148
"skiers",27
"skill",435
"skillet",205
"skills",1217
"skimming",13
"skimpy",27
"skin",1185
"skinhead",6
"skinny",289
"skip",306
"skipped",140
"skipper",25
"skipping",98
"skis",23
"skit",30
"sky",750
"skylight",11
"skyline",61
"skype",108
"skyscrapers",25
"slab",51
"slack",63
"slacker",31
"slain",54
"slam",166
"slams",32
"slander",41
"slang",38
"slap",210
"slapped",103
"slash",76
"slashed",63
"slate",113
"slaughtered",33
"slavery",154
"slayer",10
"sleaze",2
"sleek",83
"sleep",3665
"sleeping",854
"sleepy",277
"sleeting",3
"sleeve",143
"slender",35
"slept",372
"slew",74
"slice",331
"sliced",271
"slicing",46
"slide",353
"slider",57
"sliders",42
"sliding",144
"slight",339
"slighted",8
"slightly",1187
"slim",140
"slinky",10
"slipped",235
"slippers",61
"slippery",80
"slipping",84
"slips",83
"slob",12
"slobs",4
"slogan",138
"slogans",35
"slope",95
"slopes",65
"sloth",20
"slouch",18
"slow",1371
"slowest",32
"slowin",4
"slowing",146
"slowly",940
"slowpitch",3
"slows",62
"slug",24
"slump",100
"slumped",42
"slung",19
"smacked",54
"smacks",32
"small",5802
"smallbusiness",31
"smaller",1017
"smallerscale",4
"smallest",167
"smart",1107
"smartest",71
"smartphone",145
"smartphones",91
"smashing",72
"smcdallas",2
"smell",940
"smells",345
"smelly",50
"smelter",17
"smfh",23
"smh",507
"smidge",16
"smile",1549
"smileit",2
"smiles",290
"smiling",383
"smitten",61
"smoke",793
"smoked",273
"smokefree",20
"smokin",52
"smoking",552
"smooth",656
"smoothie",85
"smoothly",160
"smothering",13
"smug",40
"smuggled",42
"snack",308
"snacks",254
"snag",58
"snags",8
"snail",41
"snails",23
"snakes",103
"snap",313
"snapped",192
"snapping",88
"snaps",95
"snared",9
"snarled",15
"sneak",241
"sneaked",18
"sneaking",73
"sniffer",4
"sniffing",46
"snl",15
"snorkeling",33
"snot",16
"snotnosed",3
"snow",1349
"snowball",24
"snowboarding",28
"snowed",35
"snowmen",15
"snows",20
"snuff",19
"snuggles",9
"so",57922
"soak",134
"soaked",133
"soap",241
"soar",69
"sober",128
"sobriety",36
"socal",12
"socalled",359
"soccer",663
"social",3158
"socialist",85
"socialmedia",50
"socialnetworking",13
"socialservice",3
"society",1139
"societys",30
"socioeconomic",38
"sock",105
"socks",337
"soda",345
"sodium",191
"sofa",137
"soft",1010
"softball",242
"softcover",23
"soften",74
"softened",99
"software",699
"soil",378
"soiled",13
"solace",47
"solar",426
"sold",1730
"soldier",227
"soldiers",500
"solely",180
"solid",917
"solidarity",86
"solidify",22
"solo",551
"soloists",13
"solos",54
"solution",736
"solutions",373
"solve",432
"solved",152
"solving",118
"some",36350
"somebody",1005
"someday",380
"somehow",846
"someone",7818
"someones",181
"someplace",51
"somethin",96
"something",13507
"somethings",56
"sometime",606
"sometimes",2970
"someway",5
"somewhat",699
"somewhere",1155
"somos",4
"son",3005
"song",3917
"songs",1761
"songwriter",81
"sons",484
"sonship",2
"soo",387
"soon",6414
"sooner",390
"soooo",58
"sooooo",23
"soothing",83
"sopa",12
"sophisticated",210
"sophistication",49
"sophistry",5
"sophomore",318
"sorceress",3
"sore",353
"sorority",27
"sorrow",115
"sorry",2507
"sort",1876
"sorta",76
"sorted",102
"sorting",83
"sorts",428
"sought",512
"soul",1119
"soulless",22
"soulmates",6
"sound",2486
"sounded",414
"sounding",187
"soundly",23
"sounds",2484
"soundtrack",208
"soup",731
"sour",319
"source",1061
"sources",687
"south",1064
"southeast",86
"southeastern",32
"southern",427
"southside",13
"southwest",101
"souvenir",50
"sowing",12
"sown",18
"spa",149
"space",2879
"spaceage",2
"spaceflight",5
"spaces",364
"spaceship",32
"spaghetti",132
"spam",286
"span",214
"spanking",34
"spanning",37
"spar",6
"spare",338
"spared",50
"spark",164
"sparkle",79
"sparkling",136
"sparkly",93
"sparks",55
"spate",36
"spatula",70
"speak",1992
"speaker",436
"speakerphone",6
"speakers",294
"speaking",1124
"speaks",443
"spear",31
"spec",34
"special",3736
"specialinterest",12
"specialist",234
"specialists",86
"specialize",46
"specially",86
"specials",281
"specialty",205
"species",436
"specific",1086
"specifically",584
"specifications",26
"specify",66
"specifying",8
"specious",6
"spectacle",92
"spectacular",286
"spectacularly",26
"spectral",8
"spectrum",192
"speculate",72
"speculated",44
"speculative",71
"speculators",23
"speech",1107
"speeches",152
"speechless",65
"speed",1164
"speeds",120
"spell",385
"spelled",129
"spelling",180
"spells",81
"spend",2474
"spending",2027
"spends",268
"spent",3156
"sperm",60
"sphinx",6
"spice",244
"spiced",57
"spices",176
"spicing",5
"spicy",291
"spiel",9
"spies",37
"spill",209
"spilled",123
"spills",57
"spin",332
"spinach",215
"spindle",8
"spindles",8
"spine",136
"spinner",13
"spinners",13
"spinning",231
"spiral",111
"spiralling",4
"spirit",960
"spirits",247
"spiritual",566
"spiritually",63
"spit",138
"spite",175
"splash",162
"splashy",6
"splendor",29
"splendour",6
"split",633
"splits",44
"splitting",62
"spoil",108
"spoiled",133
"spoilers",60
"spoiling",23
"spoilt",16
"spoke",941
"spoken",386
"spokes",13
"spokesman",1229
"spokesperson",110
"spokeswoman",654
"sponge",73
"spongy",12
"sponsor",334
"sponsored",325
"sponsoring",120
"sponsors",313
"spoon",271
"sport",680
"sporting",211
"sports",1700
"spot",1908
"spotless",33
"spotlight",215
"spoton",18
"spots",655
"spotted",332
"spouse",186
"spray",395
"sprays",27
"spread",1147
"spreading",293
"spreads",74
"spreadsheet",36
"spree",95
"sprig",16
"spring",2352
"springform",11
"springs",106
"springy",20
"sprinkle",134
"sprinkled",81
"sprinklers",16
"sprinted",33
"sprout",44
"sprouted",22
"sprouting",27
"sprouts",95
"spun",97
"spur",106
"spurred",60
"spurs",71
"spurt",27
"spy",148
"spyware",4
"squabble",11
"squabbled",4
"squad",288
"square",893
"squared",34
"squarefoot",228
"squares",129
"squash",185
"squatters",9
"squealed",12
"squid",47
"squirrels",53
"ss",40
"st",2515
"stab",89
"stabbed",123
"stability",193
"stabilize",56
"stabilized",29
"stable",305
"stache",22
"stacked",118
"stacks",78
"stadium",665
"staff",2269
"staffers",99
"staffing",90
"staffs",49
"stage",1884
"stages",286
"staggered",30
"staggering",106
"staging",93
"stagnant",46
"stain",105
"stairs",311
"stake",293
"stakeholder",11
"stakes",143
"stalker",74
"stalking",121
"stallion",11
"stalls",72
"stamina",32
"stamp",557
"stamped",279
"stamping",114
"stamps",366
"stand",2495
"standalone",52
"standard",886
"standardized",77
"standards",747
"standing",1233
"standings",83
"standout",133
"stands",839
"standup",64
"staples",57
"star",1578
"starbucks",54
"stare",222
"stared",139
"stares",76
"staring",330
"starring",233
"stars",978
"start",8509
"started",6259
"starter",456
"starters",269
"starting",3089
"startled",38
"starts",2113
"startup",210
"startups",118
"starve",30
"starving",128
"starwars",7
"stash",253
"state",9548
"statecontrolled",8
"stated",504
"statehouse",11
"stately",32
"statement",2078
"statements",425
"stateowned",25
"states",2148
"statewide",244
"static",81
"stating",149
"station",1292
"stationary",50
"statistic",61
"statistical",69
"statistics",296
"statue",157
"statues",69
"stature",53
"status",1048
"statutory",39
"stay",3974
"stayed",840
"stayfocused",2
"stayin",23
"staying",811
"stays",373
"steadily",148
"steady",376
"steak",382
"steaks",106
"steal",471
"stealing",259
"steals",144
"steam",224
"steaming",61
"steel",364
"steelhead",19
"steelmaking",2
"steeped",33
"steer",96
"steered",55
"steering",120
"stefan",3
"stellar",147
"stem",167
"stemming",55
"stems",147
"stench",27
"step",2267
"stepped",491
"stepping",242
"steppingstone",13
"steps",1004
"stereo",76
"stereotypes",81
"stereotyping",9
"sterile",33
"steroids",114
"stethoscope",12
"stewardship",31
"stewie",2
"stfu",57
"sthey",2
"stick",1066
"sticking",305
"stickles",19
"sticks",325
"sticky",177
"stiff",167
"stiffly",3
"stifle",16
"stifling",33
"still",17967
"stillage",2
"stills",17
"stimulate",77
"stimulus",179
"sting",105
"stingy",30
"stint",108
"stipend",24
"stipulates",4
"stir",390
"stirred",86
"stirring",259
"stirs",24
"stitch",173
"stitches",158
"stitching",98
"stm",10
"stock",1303
"stocked",79
"stockings",41
"stockpiling",8
"stockpot",19
"stocks",322
"stoked",244
"stole",316
"stolen",498
"stomach",568
"stone",523
"stones",170
"stony",13
"stood",926
"stooped",11
"stoops",4
"stop",5707
"stopped",1637
"stopping",526
"stops",547
"stopwork",2
"storage",449
"store",3086
"stored",183
"storefront",53
"stores",1251
"stories",2377
"storm",823
"storming",32
"storms",242
"stormy",50
"story",6620
"stout",90
"stove",166
"straggle",2
"stragglers",6
"straight",1955
"straighten",60
"straightforwardly",5
"strain",218
"strained",108
"straining",35
"strains",72
"strait",11
"stranded",95
"stranding",4
"strands",45
"strange",882
"stranger",367
"strangers",273
"strap",82
"strapped",83
"strategic",257
"strategically",42
"strategies",251
"strategist",114
"strategy",813
"straw",144
"strawberries",198
"strawberry",181
"straws",30
"stray",99
"streak",421
"stream",423
"streamed",40
"streaming",203
"streams",122
"street",1968
"streetcar",32
"streets",1003
"strength",1033
"strengthen",179
"strengthened",63
"strengthening",73
"strengthens",33
"strengths",160
"stress",818
"stressed",331
"stressful",166
"stressreliever",2
"stretch",744
"stretched",192
"stretches",152
"stretching",166
"strewn",35
"strict",216
"strictly",162
"strife",45
"strike",582
"strikeouts",114
"strikes",357
"striking",315
"strikingly",23
"string",369
"stringer",3
"strings",162
"strip",438
