"ngram_full","ngram_tail","ngram_head","freq"
"with the St Louis Cardinals","Cardinals","with the St Louis",3
"with the aid of his","his","with the aid of",2
"with the fact that he","he","with the fact that",5
"with the help of a","a","with the help of",21
"with the help of the","the","with the help of",21
"with the help of two","two","with the help of",2
"with the idea of having","having","with the idea of",2
"with the plight of the","the","with the plight of",2
"with the pumped up kicks","kicks","with the pumped up",2
"with the rest of the","the","with the rest of",75
"with the rest of us","us","with the rest of",10
"with the teachings of the","the","with the teachings of",3
"with the thought of losing","losing","with the thought of",2
"with the way things have","have","with the way things",2
"with vanilla ice cream or","or","with vanilla ice cream",2
"with whipped cream and toasted","toasted","with whipped cream and",2
"with you You know your","your","with you You know",2
"with you all in the","the","with you all in",3
"with you and your family","family","with you and your",9
"with you in case you","you","with you in case",2
"with you was beyond my","my","with you was beyond",6
"within the past five years","years","within the past five",2
"without a doubt one of","of","without a doubt one",2
"without the possibility of parole","parole","without the possibility of",10
"woke up bright and early","early","woke up bright and",4
"woke up on the floor","floor","woke up on the",2
"women by watching your weight","weight","women by watching your",6
"won a Tier prize from","from","won a Tier prize",2
"won a raffle prize Come","Come","won a raffle prize",3
"won and got caught only","only","won and got caught",2
"won t be so bad","bad","won t be so",2
"won t be so lucky","lucky","won t be so",2
"won t be watching it","it","won t be watching",2
"won t tell anyone you","you","won t tell anyone",2
"won t work for everyone","everyone","won t work for",2
"won the game for us","us","won the game for",2
"wonder how many of the","the","wonder how many of",2
"wonder how many of those","those","wonder how many of",2
"wonder whats going to happen","happen","wonder whats going to",2
"wonderful time of the year","year","wonderful time of the",7
"words with friends with me","me","words with friends with",2
"work I wish I had","had","work I wish I",2
"work hard for the money","money","work hard for the",4
"work hard play hard and","and","work hard play hard",2
"work is part of the","the","work is part of",2
"work of art It is","is","work of art It",2
"work to raise their children","children","work to raise their",2
"work with so many talented","talented","work with so many",2
"work with the administration to","to","work with the administration",2
"work with what you have","have","work with what you",2
"working for the city s","s","working for the city",2
"working on a book about","about","working on a book",6
"world That s all I","I","world That s all",2
"world as we know it","it","world as we know",2
"world we live in is","is","world we live in",3
"would be a bit of","of","would be a bit",2
"would be a different story","story","would be a different",2
"would be a good idea","idea","would be a good",16
"would be doing the same","same","would be doing the",2
"would be fun to do","do","would be fun to",5
"would be happy to give","give","would be happy to",2
"would be nice to think","think","would be nice to",5
"would be the first time","time","would be the first",5
"would go a long way","way","would go a long",3
"would have a hard time","time","would have a hard",8
"would have been cool to","to","would have been cool",2
"would have been interesting to","to","would have been interesting",3
"would have been much better","better","would have been much",3
"would have liked to have","have","would have liked to",10
"would have to be my","my","would have to be",2
"would it be and why","why","would it be and",3
"would like to see a","a","would like to see",15
"would like to send our","our","would like to send",2
"would like to thank each","each","would like to thank",3
"would love to hear your","your","would love to hear",8
"would love to know how","how","would love to know",2
"would love to see it","it","would love to see",6
"would love to see more","more","would love to see",5
"would love to see you","you","would love to see",25
"would love to see your","your","would love to see",5
"would make it even more","more","would make it even",2
"would make my day if","if","would make my day",4
"would not be able to","to","would not be able",24
"would not comment on whether","whether","would not comment on",6
"would open the door to","to","would open the door",2
"would share it with you","you","would share it with",6
"would turn out to be","be","would turn out to",7
"would u like some info","info","would u like some",2
"would you do if you","you","would you do if",9
"would you like to go","go","would you like to",2
"would you want to see","see","would you want to",2
"wouldn t be an issue","issue","wouldn t be an",2
"wouldn t be the same","same","wouldn t be the",6
"wouldn t have it any","any","wouldn t have it",8
"writer is president of the","the","writer is president of",2
