"ngram_full","ngram_tail","ngram_head","freq"
"there will be other","other","there will be",4
"there will be some","some","there will be",28
"there will ever be","be","there will ever",2
"there with all the","the","there with all",2
"there wont be any","any","there wont be",4
"there you have it","it","there you have",51
"theres a chance you","you","theres a chance",2
"theres a difference between","between","theres a difference",3
"these days It s","s","these days It",4
"these last few months","months","these last few",4
"these people as well","well","these people as",2
"these things is a","a","these things is",2
"these types of situations","situations","these types of",2
"these workers and their","their","these workers and",2
"they are I m","m","they are I",4
"they are and where","where","they are and",3
"they are foolishness to","to","they are foolishness",2
"they are hard to","to","they are hard",7
"they are looking for","for","they are looking",24
"they are not getting","getting","they are not",3
"they are not ready","ready","they are not",3
"they are so big","big","they are so",2
"they are so good","good","they are so",9
"they are still working","working","they are still",3
"they are thinking about","about","they are thinking",2
"they assume that I","I","they assume that",2
"they believe in equality","equality","they believe in",3
"they came from The","The","they came from",2
"they can do the","the","they can do",3
"they can make you","you","they can make",3
"they can t all","all","they can t",3
"they can t say","say","they can t",3
"they could be resolved","resolved","they could be",2
"they could have been","been","they could have",5
"they could make a","a","they could make",4
"they could use a","a","they could use",2
"they d like to","to","they d like",20
"they did in the","the","they did in",15
"they did in their","their","they did in",2
"they did it with","with","they did it",2
"they didn t find","find","they didn t",2
"they didn t get","get","they didn t",13
"they didn t just","just","they didn t",4
"they didn t know","know","they didn t",13
"they didn t take","take","they didn t",5
"they didn t want","want","they didn t",17
"they do And it","it","they do And",2
"they do a good","good","they do a",2
"they do all of","of","they do all",2
"they do it when","when","they do it",2
"they do not deserve","deserve","they do not",2
"they do not yet","yet","they do not",2
"they do what they","they","they do what",4
"they do with the","the","they do with",7
"they don t cause","cause","they don t",2
"they don t want","want","they don t",68
"they dont want to","to","they dont want",24
"they feel safe and","and","they feel safe",2
"they feel sorry for","for","they feel sorry",2
"they get thrown touchdown","touchdown","they get thrown",2
"they give you time","time","they give you",2
"they go out of","of","they go out",2
"they got into the","the","they got into",2
"they got the ball","ball","they got the",2
"they grow up in","in","they grow up",2
"they had once been","been","they had once",2
"they happen to be","be","they happen to",4
"they have If you","you","they have If",2
"they have a good","good","they have a",10
"they have for you","you","they have for",2
"they have had such","such","they have had",2
"they have in store","store","they have in",2
"they have lost their","their","they have lost",3
"they have time to","to","they have time",4
"they have to be","be","they have to",25
"they have to do","do","they have to",30
"they have to get","get","they have to",5
"they have to say","say","they have to",15
"they haven t done","done","they haven t",3
"they head back to","to","they head back",2
"they ll be able","able","they ll be",8
"they ll be there","there","they ll be",2
"they ll let you","you","they ll let",2
"they look forward to","to","they look forward",4
"they make you laugh","laugh","they make you",2
"they may be of","of","they may be",2
"they may or may","may","they may or",3
"they might change their","their","they might change",2
"they need one or","or","they need one",2
"they need to get","get","they need to",14
"they need to keep","keep","they need to",4
"they probably don t","t","they probably don",2
"they re about to","to","they re about",2
